Tissue	Target?	z-score	GSM
liver	All Non-Target Tissues	-0.4788620590770255	GSM301599
liver	All Non-Target Tissues	-0.4614625694767807	GSM301602
liver	Target Tissue	7.788685045496672	GSM301602
liver	All Non-Target Tissues	0.12776464116029598	GSM301602
liver	All Non-Target Tissues	-0.34066501214168426	GSM301602
liver	All Non-Target Tissues	-0.10997659221859583	GSM301602
liver	All Non-Target Tissues	-0.07614740118532592	GSM301602
liver	All Non-Target Tissues	-0.8049639256675307	GSM301596
liver	Target Tissue	9.99119528342211	GSM301596
liver	All Non-Target Tissues	-0.7065209033040655	GSM301596
liver	All Non-Target Tissues	-0.23920902894963678	GSM301596
liver	All Non-Target Tissues	-1.0984832515651848	GSM301596
liver	All Non-Target Tissues	0.06788581034353595	GSM301596
liver	All Non-Target Tissues	-0.2033870434290591	GSM301589
liver	Target Tissue	8.330310529096526	GSM301589
liver	All Non-Target Tissues	-0.5765702733922089	GSM301589
liver	All Non-Target Tissues	-0.07963858019351205	GSM301589
liver	All Non-Target Tissues	-0.8880994274626753	GSM301589
liver	All Non-Target Tissues	0.8454295363936601	GSM301589
liver	All Non-Target Tissues	-0.5216532692418809	GSM301604
liver	Target Tissue	12.205198782222118	GSM301604
liver	All Non-Target Tissues	-0.35538676640213474	GSM301604
liver	All Non-Target Tissues	-0.4074004864384635	GSM301604
liver	All Non-Target Tissues	-1.8826661799994342	GSM301604
liver	All Non-Target Tissues	-0.29519338449588517	GSM301604
liver	All Non-Target Tissues	-0.3962179422253407	GSM301593
liver	Target Tissue	6.715047500416219	GSM301593
liver	All Non-Target Tissues	-0.25131118338407676	GSM301593
liver	All Non-Target Tissues	-0.01826469382794723	GSM301593
liver	All Non-Target Tissues	-1.2496256824866947	GSM301593
liver	All Non-Target Tissues	-0.5113310474645912	GSM301593
liver	All Non-Target Tissues	-0.5010098767379129	GSM301603
liver	Target Tissue	10.740351562701752	GSM301603
liver	All Non-Target Tissues	-1.5581964997912834	GSM301603
liver	All Non-Target Tissues	-0.5893240954083367	GSM301603
liver	All Non-Target Tissues	-1.4754852845281576	GSM301603
liver	All Non-Target Tissues	-0.07430087377817603	GSM301603
liver	All Non-Target Tissues	-0.30704377403140304	GSM301590
liver	Target Tissue	8.58869721700492	GSM301590
liver	All Non-Target Tissues	-0.3485116438018167	GSM301590
liver	All Non-Target Tissues	-0.3097137164751854	GSM301590
liver	All Non-Target Tissues	-0.336069345598545	GSM301590
liver	All Non-Target Tissues	0.17720927135676182	GSM301590
liver	All Non-Target Tissues	-0.5769113248580507	GSM301605
liver	Target Tissue	8.95072894862119	GSM301605
liver	All Non-Target Tissues	-0.5497333868272757	GSM301605
liver	All Non-Target Tissues	-0.11058195487040491	GSM301605
liver	All Non-Target Tissues	-0.9358874827107098	GSM301605
liver	All Non-Target Tissues	0.4375254662201231	GSM301605
liver	All Non-Target Tissues	-0.5302447780747214	GSM301606
liver	Target Tissue	9.706057411674612	GSM301606
liver	All Non-Target Tissues	-1.0132659927418612	GSM301606
liver	All Non-Target Tissues	-0.6503892515516078	GSM301606
liver	All Non-Target Tissues	-0.7632343089220834	GSM301606
liver	All Non-Target Tissues	-0.6514809854340123	GSM301606
liver	All Non-Target Tissues	-0.813244773411525	GSM301597
liver	Target Tissue	10.439807079187371	GSM301597
liver	All Non-Target Tissues	-0.96248801813733	GSM301597
liver	All Non-Target Tissues	-0.8820284436645209	GSM301597
liver	All Non-Target Tissues	-0.972439998953553	GSM301597
liver	All Non-Target Tissues	-1.1103023757371246	GSM301597
liver	All Non-Target Tissues	-0.17384008151541905	GSM301601
liver	Target Tissue	5.666221034553524	GSM301601
liver	All Non-Target Tissues	-0.7827456680405693	GSM301601
liver	All Non-Target Tissues	-0.3789620526868367	GSM301601
liver	All Non-Target Tissues	-0.781961155459662	GSM301601
liver	All Non-Target Tissues	0.8010148806668034	GSM301601
liver	All Non-Target Tissues	-0.6031726975886124	GSM301588
liver	Target Tissue	7.472754494937109	GSM301588
liver	All Non-Target Tissues	-0.565611579200282	GSM301588
liver	All Non-Target Tissues	0.1323501006106243	GSM301588
liver	All Non-Target Tissues	-0.5706022384780631	GSM301588
liver	All Non-Target Tissues	-0.33238288048771	GSM301588
liver	All Non-Target Tissues	1.34149851817383	GSM301591
liver	Target Tissue	8.751315954496267	GSM301591
liver	All Non-Target Tissues	-0.4972939531396333	GSM301591
liver	All Non-Target Tissues	-0.3572519430329868	GSM301591
liver	All Non-Target Tissues	-0.9036756746301475	GSM301591
liver	All Non-Target Tissues	0.7157483964993011	GSM301591
liver	All Non-Target Tissues	0.5361256876289443	GSM302416
liver	Target Tissue	0.4475920089187686	GSM302416
liver	All Non-Target Tissues	1.058917795615706	GSM302416
liver	All Non-Target Tissues	1.031615276169021	GSM302416
liver	All Non-Target Tissues	3.946345200325741	GSM302416
liver	All Non-Target Tissues	-0.8020866025783201	GSM302416
liver	All Non-Target Tissues	0.3576048445180037	GSM302414
liver	Target Tissue	0.15918567967983965	GSM302414
liver	All Non-Target Tissues	-0.061741594888912406	GSM302414
liver	All Non-Target Tissues	-0.5376383657717225	GSM302414
liver	All Non-Target Tissues	4.273199592758696	GSM302414
liver	All Non-Target Tissues	-0.5541739873358558	GSM302414
liver	All Non-Target Tissues	0.5037532770922216	GSM302415
liver	Target Tissue	1.0564894214372678	GSM302415
liver	All Non-Target Tissues	-0.4755508267404725	GSM302415
liver	All Non-Target Tissues	-1.5653928736793237	GSM302415
liver	All Non-Target Tissues	4.865112950218363	GSM302415
liver	All Non-Target Tissues	-1.0513081624807699	GSM302415
liver	All Non-Target Tissues	0.1763985033500347	GSM302417
liver	Target Tissue	0.7011435080222653	GSM302417
liver	All Non-Target Tissues	-1.0103021342047516	GSM302417
liver	All Non-Target Tissues	-1.6158508384930945	GSM302417
liver	All Non-Target Tissues	3.8355640643717814	GSM302417
liver	All Non-Target Tissues	-0.5755724505764	GSM302417
liver	All Non-Target Tissues	-1.5115964227006922	GSM301104
liver	Target Tissue	2.7608137984315246	GSM301104
liver	All Non-Target Tissues	-0.6871879616167923	GSM301104
liver	All Non-Target Tissues	-0.3461119550685903	GSM301104
liver	All Non-Target Tissues	0.27341978240856935	GSM301104
liver	All Non-Target Tissues	-1.627213312866606	GSM301104
liver	All Non-Target Tissues	-1.574129551198974	GSM301133
liver	Target Tissue	3.572200532643277	GSM301133
liver	All Non-Target Tissues	-0.8770161947663546	GSM301133
liver	All Non-Target Tissues	0.5926880539594255	GSM301133
liver	All Non-Target Tissues	0.5521381409735131	GSM301133
liver	All Non-Target Tissues	-1.4956194776633243	GSM301133
liver	All Non-Target Tissues	-1.4090706778403896	GSM301106
liver	Target Tissue	2.916204251643647	GSM301106
liver	All Non-Target Tissues	-0.8161232534933446	GSM301106
liver	All Non-Target Tissues	-0.6421047184444669	GSM301106
liver	All Non-Target Tissues	-0.24492015824761248	GSM301106
liver	All Non-Target Tissues	-1.1704423795703771	GSM301106
liver	All Non-Target Tissues	-1.2173753423796307	GSM301132
liver	Target Tissue	4.538275773057115	GSM301132
liver	All Non-Target Tissues	-0.6775724114304114	GSM301132
liver	All Non-Target Tissues	1.4749223335560022	GSM301132
liver	All Non-Target Tissues	0.1688310826594516	GSM301132
liver	All Non-Target Tissues	-1.801491275303265	GSM301132
liver	All Non-Target Tissues	-1.393228143659816	GSM301105
liver	Target Tissue	2.5387066210653066	GSM301105
liver	All Non-Target Tissues	-2.4436181317530057	GSM301105
liver	All Non-Target Tissues	-0.27960292326307323	GSM301105
liver	All Non-Target Tissues	-0.6662091524181774	GSM301105
liver	All Non-Target Tissues	-0.658618501800182	GSM301105
liver	All Non-Target Tissues	-1.0821934395269102	GSM301119
liver	Target Tissue	5.547955951176144	GSM301119
liver	All Non-Target Tissues	-1.1122483745340492	GSM301119
liver	All Non-Target Tissues	0.04086061686066863	GSM301119
liver	All Non-Target Tissues	0.1216507638073501	GSM301119
liver	All Non-Target Tissues	-2.1256483126778987	GSM301119
liver	All Non-Target Tissues	-0.50892264298802	GSM323069
liver	Target Tissue	4.019937999816724	GSM323069
liver	All Non-Target Tissues	-0.5205937621260041	GSM323069
liver	All Non-Target Tissues	-0.2513013382350256	GSM323069
liver	All Non-Target Tissues	0.0185007981007682	GSM323069
liver	All Non-Target Tissues	-0.9932007043413636	GSM323069
liver	All Non-Target Tissues	-0.5628529286399169	GSM323068
liver	Target Tissue	4.01492248945916	GSM323068
liver	All Non-Target Tissues	-0.33028227391246834	GSM323068
liver	All Non-Target Tissues	-0.4084159913279296	GSM323068
liver	All Non-Target Tissues	-0.34182528179126564	GSM323068
liver	All Non-Target Tissues	-0.8718756922753917	GSM323068
liver	All Non-Target Tissues	-0.5743491961393429	GSM323067
liver	Target Tissue	4.022601364983562	GSM323067
liver	All Non-Target Tissues	-0.4153774291673768	GSM323067
liver	All Non-Target Tissues	-0.5129835029733791	GSM323067
liver	All Non-Target Tissues	-0.08505837144214713	GSM323067
liver	All Non-Target Tissues	-0.8144274538779396	GSM323067
liver	All Non-Target Tissues	-0.4462894091571213	GSM323070
liver	Target Tissue	3.946326378750661	GSM323070
liver	All Non-Target Tissues	-0.5442580013170026	GSM323070
liver	All Non-Target Tissues	-0.3551061331651189	GSM323070
liver	All Non-Target Tissues	0.07288013065431038	GSM323070
liver	All Non-Target Tissues	-0.8860001777391148	GSM323070
liver	All Non-Target Tissues	-0.5267761870602339	GSM323066
liver	Target Tissue	4.205139052991076	GSM323066
liver	All Non-Target Tissues	-0.3400894631241831	GSM323066
liver	All Non-Target Tissues	-0.512059416568334	GSM323066
liver	All Non-Target Tissues	-0.35340377860955385	GSM323066
liver	All Non-Target Tissues	-0.8267448058010227	GSM323066
liver	All Non-Target Tissues	-0.40200779881463106	GSM323071
liver	Target Tissue	3.8938818303227976	GSM323071
liver	All Non-Target Tissues	-0.5116053290618531	GSM323071
liver	All Non-Target Tissues	-0.36609877124656975	GSM323071
liver	All Non-Target Tissues	0.018360360499615088	GSM323071
liver	All Non-Target Tissues	-0.9523202322540212	GSM323071
breast	All Non-Target Tissues	-0.46978166732638676	GSM289651
breast	All Non-Target Tissues	-0.9332494563803848	GSM289651
breast	Target Tissue	7.216313429941056	GSM289651
breast	All Non-Target Tissues	-0.31893605294753175	GSM289651
breast	All Non-Target Tissues	-0.876956201098683	GSM289651
breast	All Non-Target Tissues	0.10471761219246097	GSM289651
breast	All Non-Target Tissues	0.7865168159544073	GSM318856
breast	All Non-Target Tissues	1.8197151098198834	GSM318856
breast	Target Tissue	7.182524915124984	GSM318856
breast	All Non-Target Tissues	0.9343898933208348	GSM318856
breast	All Non-Target Tissues	2.4146406678891745	GSM318856
breast	All Non-Target Tissues	0.2742812428225388	GSM318856
breast	All Non-Target Tissues	0.40284553824001035	GSM318859
breast	All Non-Target Tissues	0.7267021330672432	GSM318859
breast	Target Tissue	8.125724002592149	GSM318859
breast	All Non-Target Tissues	0.5306788254866861	GSM318859
breast	All Non-Target Tissues	1.0869266897898306	GSM318859
breast	All Non-Target Tissues	0.19802200302003506	GSM318859
breast	All Non-Target Tissues	-0.17837473057642206	GSM318854
breast	All Non-Target Tissues	1.4112294017179428	GSM318854
breast	Target Tissue	12.52297687428028	GSM318854
breast	All Non-Target Tissues	-0.018250945573472992	GSM318854
breast	All Non-Target Tissues	0.5425533116021	GSM318854
breast	All Non-Target Tissues	-0.4263321236110908	GSM318854
breast	All Non-Target Tissues	0.9456166217711864	GSM318855
breast	All Non-Target Tissues	2.0699169372835398	GSM318855
breast	Target Tissue	10.472333794172046	GSM318855
breast	All Non-Target Tissues	1.1367683850355605	GSM318855
breast	All Non-Target Tissues	1.0663503783743515	GSM318855
breast	All Non-Target Tissues	0.6232197864097982	GSM318855
breast	All Non-Target Tissues	0.6656482589889149	GSM292137
breast	All Non-Target Tissues	2.0473855422047973	GSM292137
breast	Target Tissue	15.804791105714825	GSM292137
breast	All Non-Target Tissues	0.8271633068089845	GSM292137
breast	All Non-Target Tissues	0.36031654648156275	GSM292137
breast	All Non-Target Tissues	-1.0046475197605438	GSM292137
breast	All Non-Target Tissues	-0.10146073587770314	GSM292136
breast	All Non-Target Tissues	1.8720300464493314	GSM292136
breast	Target Tissue	12.075397167552708	GSM292136
breast	All Non-Target Tissues	0.1599240257166168	GSM292136
breast	All Non-Target Tissues	0.4716992502123005	GSM292136
breast	All Non-Target Tissues	-0.539348552417236	GSM292136
breast	All Non-Target Tissues	0.19452674436519363	GSM292139
breast	All Non-Target Tissues	1.1400214797665829	GSM292139
breast	Target Tissue	11.30698335495756	GSM292139
breast	All Non-Target Tissues	0.6077440200202165	GSM292139
breast	All Non-Target Tissues	0.8360166096343015	GSM292139
breast	All Non-Target Tissues	-0.21336760723159928	GSM292139
breast	All Non-Target Tissues	0.04746200722802102	GSM292138
breast	All Non-Target Tissues	0.3356649508007086	GSM292138
breast	Target Tissue	6.586742922921245	GSM292138
breast	All Non-Target Tissues	1.3428918341459435	GSM292138
breast	All Non-Target Tissues	0.8423715379060864	GSM292138
breast	All Non-Target Tissues	0.01120470805497446	GSM292138
breast	All Non-Target Tissues	-0.6848901192815982	GSM343847
breast	All Non-Target Tissues	-0.24783347831092553	GSM343847
breast	Target Tissue	-0.35239644862488767	GSM343847
breast	All Non-Target Tissues	-0.8232477404864704	GSM343847
breast	All Non-Target Tissues	-0.5421105855613061	GSM343847
breast	All Non-Target Tissues	0.13195278422898143	GSM343847
breast	All Non-Target Tissues	-0.6850258728378357	GSM343841
breast	All Non-Target Tissues	-0.416655744607237	GSM343841
breast	Target Tissue	-0.6366039674325565	GSM343841
breast	All Non-Target Tissues	-0.6948898829385255	GSM343841
breast	All Non-Target Tissues	-0.13269823497155359	GSM343841
breast	All Non-Target Tissues	-0.09515024335409235	GSM343841
breast	All Non-Target Tissues	-0.2146158636243664	GSM343838
breast	All Non-Target Tissues	0.001344916529998013	GSM343838
breast	Target Tissue	-1.0785404242148864	GSM343838
breast	All Non-Target Tissues	-0.4372553781580538	GSM343838
breast	All Non-Target Tissues	0.2870095592744799	GSM343838
breast	All Non-Target Tissues	0.22119262690694536	GSM343838
breast	All Non-Target Tissues	-0.4729972315429659	GSM343837
breast	All Non-Target Tissues	0.22283285020739538	GSM343837
breast	Target Tissue	-0.47019557989002897	GSM343837
breast	All Non-Target Tissues	-0.8439826024084459	GSM343837
breast	All Non-Target Tissues	-0.2410592876632134	GSM343837
breast	All Non-Target Tissues	0.41902818730821906	GSM343837
breast	All Non-Target Tissues	-0.12519028137796742	GSM343835
breast	All Non-Target Tissues	-0.3201333616404632	GSM343835
breast	Target Tissue	-0.43674315684064735	GSM343835
breast	All Non-Target Tissues	-0.3501177951478404	GSM343835
breast	All Non-Target Tissues	0.09276331175380878	GSM343835
breast	All Non-Target Tissues	0.24941558203934897	GSM343835
breast	All Non-Target Tissues	-0.20661711078873324	GSM343840
breast	All Non-Target Tissues	-0.32388140423877576	GSM343840
breast	Target Tissue	0.2387916358412422	GSM343840
breast	All Non-Target Tissues	-0.3119476592580541	GSM343840
breast	All Non-Target Tissues	0.39163750242760065	GSM343840
breast	All Non-Target Tissues	-0.38676554698445276	GSM343840
breast	All Non-Target Tissues	-0.6075073690822188	GSM343839
breast	All Non-Target Tissues	-0.43817244902112334	GSM343839
breast	Target Tissue	-0.3056979676585209	GSM343839
breast	All Non-Target Tissues	-0.43396161489447677	GSM343839
breast	All Non-Target Tissues	-0.30515177233150165	GSM343839
breast	All Non-Target Tissues	0.7477551319357042	GSM343839
breast	All Non-Target Tissues	-0.31315517745051025	GSM343834
breast	All Non-Target Tissues	-0.12807704521044516	GSM343834
breast	Target Tissue	-0.6271599208588978	GSM343834
breast	All Non-Target Tissues	-0.9274994652560196	GSM343834
breast	All Non-Target Tissues	-0.3980799310002061	GSM343834
breast	All Non-Target Tissues	-0.4748588931900806	GSM343834
breast	All Non-Target Tissues	-0.3641425402823204	GSM343842
breast	All Non-Target Tissues	-0.28600573399453516	GSM343842
breast	Target Tissue	-0.7351475541262278	GSM343842
breast	All Non-Target Tissues	-0.7573527894129897	GSM343842
breast	All Non-Target Tissues	0.09496015311964127	GSM343842
breast	All Non-Target Tissues	-0.21324572825647253	GSM343842
breast	All Non-Target Tissues	-0.510042455393635	GSM343836
breast	All Non-Target Tissues	-0.21532271711754436	GSM343836
breast	Target Tissue	-0.591672368246077	GSM343836
breast	All Non-Target Tissues	-1.0946209525318522	GSM343836
breast	All Non-Target Tissues	0.04678444278140726	GSM343836
breast	All Non-Target Tissues	-0.41801319632964007	GSM343836
breast	All Non-Target Tissues	-0.6941018065332554	GSM343843
breast	All Non-Target Tissues	-0.48135194838068274	GSM343843
breast	Target Tissue	-0.5385314559188897	GSM343843
breast	All Non-Target Tissues	-0.8661092153860966	GSM343843
breast	All Non-Target Tissues	0.07454767746795321	GSM343843
breast	All Non-Target Tissues	-0.009682553983162265	GSM343843
breast	All Non-Target Tissues	-0.6330085868679568	GSM343846
breast	All Non-Target Tissues	-0.3435349439095797	GSM343846
breast	Target Tissue	-0.44284955812570226	GSM343846
breast	All Non-Target Tissues	-0.5187666058650324	GSM343846
breast	All Non-Target Tissues	-0.3812690184813676	GSM343846
breast	All Non-Target Tissues	0.2505906951897928	GSM343846
breast	All Non-Target Tissues	-0.4942473522020718	GSM343845
breast	All Non-Target Tissues	-0.4369006979438956	GSM343845
breast	Target Tissue	-0.18286420177761864	GSM343845
breast	All Non-Target Tissues	-0.5086929621410806	GSM343845
breast	All Non-Target Tissues	-0.46485136662420523	GSM343845
breast	All Non-Target Tissues	-0.09817948968849606	GSM343845
breast	All Non-Target Tissues	-0.6265664057596904	GSM343844
breast	All Non-Target Tissues	-0.35087088321411486	GSM343844
breast	Target Tissue	-0.6406933222888611	GSM343844
breast	All Non-Target Tissues	-0.8771651385139401	GSM343844
breast	All Non-Target Tissues	0.15425922197115546	GSM343844
breast	All Non-Target Tissues	-0.1419707229630924	GSM343844
breast	All Non-Target Tissues	-0.39514208265109124	GSM388194
breast	All Non-Target Tissues	-0.6677560840190669	GSM388194
breast	Target Tissue	1.6898194513949663	GSM388194
breast	All Non-Target Tissues	-0.38685994360869386	GSM388194
breast	All Non-Target Tissues	-0.3928028270449819	GSM388194
breast	All Non-Target Tissues	0.2604849971330253	GSM388194
breast	All Non-Target Tissues	-0.7448256401061935	GSM388188
breast	All Non-Target Tissues	-0.5883082648650231	GSM388188
breast	Target Tissue	2.476619879550571	GSM388188
breast	All Non-Target Tissues	-0.7987545033988511	GSM388188
breast	All Non-Target Tissues	-0.28710626118492344	GSM388188
breast	All Non-Target Tissues	0.13018583914837295	GSM388188
breast	All Non-Target Tissues	-0.6631249255438179	GSM388190
breast	All Non-Target Tissues	-0.5450756986882428	GSM388190
breast	Target Tissue	-1.0941160131566647	GSM388190
breast	All Non-Target Tissues	-0.560065759697545	GSM388190
breast	All Non-Target Tissues	-0.49962820311344697	GSM388190
breast	All Non-Target Tissues	0.12049914358148575	GSM388190
breast	All Non-Target Tissues	-0.6915217951148963	GSM388189
breast	All Non-Target Tissues	-0.2530534952582222	GSM388189
breast	Target Tissue	-1.0625082178469845	GSM388189
breast	All Non-Target Tissues	-0.1385342592823791	GSM388189
breast	All Non-Target Tissues	-0.04298915671240517	GSM388189
breast	All Non-Target Tissues	0.07252355093666565	GSM388189
breast	All Non-Target Tissues	-0.842247920672665	GSM388181
breast	All Non-Target Tissues	-0.7396900390612374	GSM388181
breast	Target Tissue	-0.18841991531505398	GSM388181
breast	All Non-Target Tissues	-0.7946236240178841	GSM388181
breast	All Non-Target Tissues	-0.8033665348514603	GSM388181
breast	All Non-Target Tissues	-0.09653396100342947	GSM388181
breast	All Non-Target Tissues	-0.9376051104695826	GSM388191
breast	All Non-Target Tissues	-0.3231379896334785	GSM388191
breast	Target Tissue	1.6571070745016347	GSM388191
breast	All Non-Target Tissues	-0.3309475921120553	GSM388191
breast	All Non-Target Tissues	-0.1767117132932617	GSM388191
breast	All Non-Target Tissues	-1.1248379903837329	GSM388191
breast	All Non-Target Tissues	-0.9860645265722671	GSM388187
breast	All Non-Target Tissues	-1.1555239626779852	GSM388187
breast	Target Tissue	2.1628334195180936	GSM388187
breast	All Non-Target Tissues	-0.35096231853721616	GSM388187
breast	All Non-Target Tissues	0.9850890222106548	GSM388187
breast	All Non-Target Tissues	-0.15890746486305446	GSM388187
breast	All Non-Target Tissues	-0.9568259163729134	GSM388192
breast	All Non-Target Tissues	-0.47266246549692204	GSM388192
breast	Target Tissue	-0.14903969334412162	GSM388192
breast	All Non-Target Tissues	-0.5382161758347431	GSM388192
breast	All Non-Target Tissues	-0.18456394632219988	GSM388192
breast	All Non-Target Tissues	-0.14228673318598037	GSM388192
breast	All Non-Target Tissues	-0.518737904240098	GSM388198
breast	All Non-Target Tissues	-0.7693637800524296	GSM388198
breast	Target Tissue	0.23168600732881692	GSM388198
breast	All Non-Target Tissues	-0.12283161752204053	GSM388198
breast	All Non-Target Tissues	-0.564655221778999	GSM388198
breast	All Non-Target Tissues	0.2364954773650333	GSM388198
breast	All Non-Target Tissues	-0.8319504258796935	GSM388193
breast	All Non-Target Tissues	-0.9050699983436676	GSM388193
breast	Target Tissue	7.490524086607077	GSM388193
breast	All Non-Target Tissues	-1.2333896588928788	GSM388193
breast	All Non-Target Tissues	0.35292662567953637	GSM388193
breast	All Non-Target Tissues	0.9666938533106774	GSM388193
breast	All Non-Target Tissues	-0.704813557972947	GSM388182
breast	All Non-Target Tissues	-0.20995701256273766	GSM388182
breast	Target Tissue	-0.9026973690967655	GSM388182
breast	All Non-Target Tissues	-0.4218619962097034	GSM388182
breast	All Non-Target Tissues	-1.0488501836911142	GSM388182
breast	All Non-Target Tissues	0.07651143545920246	GSM388182
breast	All Non-Target Tissues	-0.3094126027143282	GSM388197
breast	All Non-Target Tissues	-0.1974339667299632	GSM388197
breast	Target Tissue	0.1677223770423544	GSM388197
breast	All Non-Target Tissues	-0.11742435389195412	GSM388197
breast	All Non-Target Tissues	0.15706558200170812	GSM388197
breast	All Non-Target Tissues	-0.9581488748173332	GSM388197
breast	All Non-Target Tissues	0.2746700208132605	GSM468487
breast	All Non-Target Tissues	-0.3981798337392152	GSM468487
breast	Target Tissue	-1.6883321135301264	GSM468487
breast	All Non-Target Tissues	0.23788592112324447	GSM468487
breast	All Non-Target Tissues	-0.35816475185864416	GSM468487
breast	All Non-Target Tissues	0.24326493811508174	GSM468487
breast	All Non-Target Tissues	0.049596715037573465	GSM562106
breast	All Non-Target Tissues	0.54442533865231	GSM562106
breast	Target Tissue	1.273860184066921	GSM562106
breast	All Non-Target Tissues	-0.5772848147112655	GSM562106
breast	All Non-Target Tissues	-0.7633543541403057	GSM562106
breast	All Non-Target Tissues	0.10339685792487667	GSM562106
breast	All Non-Target Tissues	-0.0004999742900902641	GSM562107
breast	All Non-Target Tissues	-0.0688343342889194	GSM562107
breast	Target Tissue	-1.910026459790583	GSM562107
breast	All Non-Target Tissues	0.593696978812868	GSM562107
breast	All Non-Target Tissues	-0.12899147590910143	GSM562107
breast	All Non-Target Tissues	-0.7266810127607968	GSM562107
breast	All Non-Target Tissues	0.42747248833172674	GSM562108
breast	All Non-Target Tissues	0.6072316810242264	GSM562108
breast	Target Tissue	-0.14418043816028267	GSM562108
breast	All Non-Target Tissues	0.11201568815122044	GSM562108
breast	All Non-Target Tissues	-0.4943379050654034	GSM562108
breast	All Non-Target Tissues	0.21178929190810655	GSM562108
breast	All Non-Target Tissues	0.5451082356685174	GSM562105
breast	All Non-Target Tissues	0.828361970034701	GSM562105
breast	Target Tissue	-0.11373446500586763	GSM562105
breast	All Non-Target Tissues	1.108210428674351	GSM562105
breast	All Non-Target Tissues	0.819838291328605	GSM562105
breast	All Non-Target Tissues	1.8241523614436057	GSM562105
brain	All Non-Target Tissues	0.006227006268656903	GSM309046
brain	All Non-Target Tissues	0.004854518759582343	GSM309046
brain	All Non-Target Tissues	-0.3539230633577969	GSM309046
brain	Target Tissue	43.81160639415852	GSM309046
brain	All Non-Target Tissues	0.004778899994333491	GSM309046
brain	All Non-Target Tissues	0.002877428683198051	GSM309046
brain	All Non-Target Tissues	-0.2072945292997557	GSM309052
brain	All Non-Target Tissues	-0.10734189624675733	GSM309052
brain	All Non-Target Tissues	-0.16625936910744213	GSM309052
brain	Target Tissue	51.80743605061956	GSM309052
brain	All Non-Target Tissues	-0.1541593108940174	GSM309052
brain	All Non-Target Tissues	-0.09282103067117174	GSM309052
brain	All Non-Target Tissues	-0.020171626633570694	GSM309051
brain	All Non-Target Tissues	-0.01624144652028405	GSM309051
brain	All Non-Target Tissues	-0.01617853558073755	GSM309051
brain	Target Tissue	415.81753755085515	GSM309051
brain	All Non-Target Tissues	-0.015001090824476142	GSM309051
brain	All Non-Target Tissues	-0.009032323143147688	GSM309051
brain	All Non-Target Tissues	-2.0631997942692983	GSM309049
brain	All Non-Target Tissues	-0.027723120954347116	GSM309049
brain	All Non-Target Tissues	-0.027615735963470774	GSM309049
brain	Target Tissue	84.15602729366341	GSM309049
brain	All Non-Target Tissues	-0.025605912309270427	GSM309049
brain	All Non-Target Tissues	-0.015417603763525656	GSM309049
brain	All Non-Target Tissues	-0.12358471326447465	GSM309041
brain	All Non-Target Tissues	-0.09950583300352804	GSM309041
